#RA DEC r-mag spread_model spread_model_err
77.05743408 -55.94340897 20.8446 0.261464 0.0147025
77.12178802 -55.94333649 23.2414 0.656532 0.0118527
77.08026123 -55.9429512 22.3559 0.184914 0.00724942
76.99372864 -55.94308472 21.7678 0.050986 0.00450844
77.10734558 -55.94241714 22.2903 0.174349 0.00639876
76.65712738 -55.9609375 13.9144 0.00211922 0.01187
76.43431091 -55.94084549 23.5798 0.22188 0.00692363
77.11249542 -55.9418335 23.3673 0.254222 -0.0033315
77.05396271 -55.94499969 15.686 0.00160468 0.00337919
77.06426239 -55.94130707 21.8918 0.992519 0.0143948
77.29586792 -55.94037628 22.8783 0.112865 0.00862191
76.46630096 -55.93989182 25.006 0.26653 -0.0229906
76.66733551 -55.94095612 19.6172 0.00863327 0.0246351
76.83833313 -55.9401474 23.9541 0.112324 -0.00726274
77.06168365 -55.9395752 22.9583 0.576805 0.00564199
76.44465637 -55.93857956 22.3931 0.081633 0.00824083
77.26421356 -55.93309402 23.7459 0.14683 0.011939
77.18531036 -55.93333817 21.4772 0.0361581 0.00863758
76.78203583 -55.92773438 23.2659 0.225299 0.00781257
77.22433472 -55.92762375 23.503 0.315053 0.0018524
77.11283112 -55.92774963 23.1614 0.335001 0.00445517
77.02671814 -55.9289856 20.6666 0.0169806 0.000126873
76.59085846 -55.92732239 22.9388 0.14579 0.00475815
76.4934082 -55.92692566 22.9028 0.0805262 0.00102371
77.32385254 -55.92722321 23.7618 0.213665 0.00258115
76.57501221 -55.92698669 24.2275 0.615083 -1.60771e-05
76.56404877 -55.92687988 24.086 0.228191 0.00264434
77.39629364 -55.92669296 22.0393 0.0223694 -0.000342852
77.30670929 -55.9269104 22.9469 0.0817352 0.0124003
77.06990051 -55.92736435 24.0012 0.189873 0.00766754
77.22931671 -55.9389534 22.3734 0.257078 0.017389
76.82750702 -55.93927002 23.6293 0.125375 -0.00607568
77.16973877 -55.93871307 20.8334 0.325121 0.0187015
77.36754608 -55.93813324 23.214 0.327228 0.011143
77.21927643 -55.96064377 22.1002 0.180968 0.00721781
77.13838196 -55.96078873 21.6836 0.0421437 0.0208081
76.86459351 -55.96031952 20.1389 0.00307392 -0.000434957
76.76150513 -55.96049118 18.5476 0.00169205 6.0845e-05
76.46787262 -55.95903778 23.2866 0.304478 0.00133566
76.96265411 -55.95999146 21.8669 0.554447 0.00519331
76.68887329 -55.95920181 23.3338 0.458395 0.012344
77.32041931 -55.9589386 20.9353 0.514625 0.0116251
77.27448273 -55.9587059 20.863 0.888683 0.0143687
77.19848633 -55.95822906 22.1954 0.0179045 -0.000434809
77.0114212 -55.95889282 21.1662 0.0830173 0.0164095
76.85453796 -55.95778656 21.07 0.0117885 0.00705693
77.01864624 -55.95773315 19.7069 0 -0.0029909
76.71172333 -55.95780563 20.2037 0.0226047 0.0207562
77.31523132 -55.95664215 20.106 0.0480204 0.0148947
77.35896301 -55.95643234 19.1422 0.00121887 -0.000126589
76.96536255 -55.9561615 22.3098 0.0508527 0.0184413
77.35766602 -55.95557022 22.4506 0.141592 0.00443732
76.82758331 -55.95559311 23.1577 0.0896645 0.0115346
77.02496338 -55.95570755 21.825 0.0721109 0.0206849
76.46070862 -55.95431519 29.1337 71.3254 1
77.01270294 -55.9552803 22.2926 0.138661 0.0132889
76.75186157 -55.95484543 23.0831 0.53636 0.00416913
76.93336487 -55.95471573 22.3369 0.498052 -0.0100505
77.31855774 -55.95374298 20.863 0.0970355 0.0130531
77.19317627 -55.95397949 23.6549 0.232448 0.00310505
76.80384827 -55.95376205 21.917 0.0887367 0.00813843
76.42808533 -55.9527359 24.4881 0.245325 0.0144276
77.41013336 -55.95235443 23.1906 0.0526246 0.00156777
77.26127625 -55.95238495 23.3935 0.177248 0.00747245
76.96807098 -55.95573044 16.4565 0.000841423 -0.00076667
77.13717651 -55.95198059 22.8885 0.133258 0.000715555
76.9876709 -55.95218658 22.9827 0.111198 0.00541994
76.60263824 -55.95082855 23.2263 0.115768 0.0117815
77.30537415 -55.95103836 20.5621 2.66649 0.0209182
77.29634094 -55.95034027 26.0608 1.89294 -0.0358077
76.81921387 -55.95081711 22.2501 0.0430429 -7.36421e-05
76.49571991 -55.94968414 24.5081 0.269717 0.00224327
76.51506805 -55.94968033 23.5439 0.104703 -0.003026
77.23313141 -55.94963455 22.1849 0.264833 0.0110049
77.30342865 -55.94945526 22.0873 0.2443 0.00599975
76.49869537 -55.94861221 24.0052 0.228212 0.00205087
76.97386932 -55.94937134 21.6328 0.0470035 0.010131
77.11110687 -55.94876862 22.9637 0.277551 -0.00569111
76.85662079 -55.94904709 21.9994 0.0809409 0.0204421
77.02146149 -55.94827271 23.7181 0.220395 0.00928854
77.00405121 -55.94828033 24.4135 0.214591 -0.00180238
77.27928925 -55.94728088 22.2141 0.0884978 0.0131468
77.01062775 -55.9477005 21.4084 0.0174404 -0.000109234
76.72197723 -55.94706345 23.0613 0.701428 0.00635174
77.26974487 -55.94709015 20.4427 0.0151816 0.0229274
76.93055725 -55.91001129 23.6937 0.123308 -0.0337515
76.83210754 -55.91009903 18.2657 0.00164105 0.000288529
76.53086853 -55.90820694 22.469 0.0634192 0.0130658
77.24030304 -55.9080162 24.3874 0.369333 0.0024547
76.59207916 -55.90724564 22.5865 0.146807 0.00548234
77.28049469 -55.90690613 23.3479 0.347225 -0.00172731
76.84487915 -55.90671539 22.9638 0.0990716 0.0254424
76.50989532 -55.9056778 23.2221 0.078963 -0.000551989
76.92707825 -55.90610886 22.1427 0.0278195 -0.000568699
76.72982788 -55.90555191 21.6013 1.65129 -0.0307677
77.2530365 -55.90502548 21.8059 0.0406609 0.000170243
76.50553131 -55.90407562 21.5681 0.151022 0.0162981
77.16799927 -55.9041214 20.0995 0.442104 0.0132798
76.9750061 -55.90358353 20.4084 0.00621079 -0.000132227
76.43779755 -55.90185928 21.1033 0.0121306 -5.40152e-05
77.07227325 -55.90287781 22.5953 0.0557059 0.00556729
76.86408234 -55.90290451 23.0917 0.103196 0.00884547
76.71489716 -55.90256119 22.7851 0.0992853 0.0101067
77.31124878 -55.90234375 23.6875 0.142984 0.0160694
77.15639496 -55.90240479 22.5141 0.216127 0.00733557
77.21372223 -55.90222549 23.4546 0.13203 0.001054
77.23987579 -55.90209579 22.1324 0.0647405 0.0165204
77.35929108 -55.90125656 22.7848 0.454168 0.0154392
76.81977081 -55.90156555 23.2406 0.0803953 -0.000908017
76.91407013 -55.90119553 24.9822 0.284341 -0.0121891
76.66736603 -55.90166473 20.0376 0.0143128 0.023425
76.64276886 -55.90045166 23.5943 0.404179 0.00264694
76.68476105 -55.9006958 19.8842 0.00774403 0.022266
76.86460114 -55.90030289 22.9076 0.144534 0.00677875
76.91458893 -55.89960861 23.2804 0.196417 0.0211066
76.82595825 -55.8994751 26.2113 0.802342 -0.038686
76.75161743 -55.92646027 23.0418 0.548489 0.00461916
77.29008484 -55.95736313 11.1425 0.00512114 0.0322751
76.81066132 -55.92567444 23.6898 0.967892 0.00112519
76.56446075 -55.92464066 22.3887 0.0339128 -0.00185108
77.157547 -55.92486572 22.2081 0.127162 0.00725179
76.82368469 -55.92424393 22.0741 0.198357 0.00871979
77.2254715 -55.92358017 23.0879 0.233007 0.00859213
77.21141815 -55.92310333 22.7369 0.0425166 -0.0260625
76.92642212 -55.92452621 16.793 0.000421763 -0.000127279
76.44178772 -55.92123413 22.5025 0.156942 0.00869409
76.92526245 -55.92113113 20.3234 1.84714 0.000368645
76.61231995 -55.9208107 22.8298 0.1308 0.0106091
76.92449188 -55.92077255 22.2962 0.408377 -0.0409549
77.25225067 -55.92005157 20.4492 0.0203989 0.0112048
77.4118042 -55.91898346 23.3484 0.531027 0.0100998
77.18857574 -55.91932297 20.4267 0.00568956 -0.00012499
76.8110733 -55.91888809 20.2853 0.00588434 0.000465947
76.47914886 -55.90180969 22.0558 0.0540874 0.0112996
77.34231567 -55.91698074 22.8034 0.0842672 0.0121607
76.52767944 -55.91722488 21.1902 0.0664425 0.016931
77.0359726 -55.91699219 22.904 0.210099 0.00515284
77.27555847 -55.91710281 19.3362 0.00876255 0.0107845
76.89833069 -55.91585159 27.1126 8.25972 -0.0163106
76.93467712 -55.91557312 24.2689 0 1
76.89524078 -55.91534424 26.0564 1.96188 -0.0378282
76.89897919 -55.91498566 25.0221 1.99561 -0.0807914
77.18532562 -55.91441727 23.2444 0.231406 -0.000597069
77.17913818 -55.91413879 23.162 0.0535444 -0.000382739
76.51251221 -55.91320038 21.3724 0.00897141 -0.0010814
76.58248901 -55.91292572 21.8377 0.0377695 0.0129412
76.73146057 -55.91292191 22.199 0.518949 0.0116415
76.62425232 -55.91145325 23.795 0.137281 0.00164526
77.3684082 -55.91090393 21.0849 0.0139028 0.0233664
76.75788879 -55.91072464 22.0451 11.6371 0.0163838
77.23194885 -55.91020203 23.7651 0.0843594 -0.00732203
77.29920197 -55.90952682 24.4245 0.14385 -0.00368652
76.91857147 -55.90885162 21.0085 0.925187 0.00173487
76.48500061 -55.90826035 22.6578 0.210108 0.0153853
76.91290283 -55.90877914 23.2844 1.68176 -0.158747
77.22690582 -55.90804672 21.1929 0.0319643 0.0222047
76.52301788 -55.90702438 23.4539 0.0597418 -0.000726831
77.15100861 -55.90667725 22.8365 0.113803 0.00558999
76.81717682 -55.90596771 20.8705 0.0237966 0.000754562
76.7746582 -55.90562439 30.7291 128.386 0.000451484
77.28266907 -55.90494919 21.693 0.529005 0.0022137
77.31784058 -55.90441895 22.4915 0.14389 0.0121728
77.17856598 -55.90410233 23.9559 0.162357 0.000416528
76.66374969 -55.90324783 24.2753 0.188723 0.0109315
77.28200531 -55.90235138 24.2317 0.281846 0.0136217
76.59509277 -55.90219879 20.4852 0.0109912 0.000543502
77.39485168 -55.90192795 23.1633 0.17817 0.00199639
76.63773346 -55.90217209 23.4435 0.0724663 -0.00223528
76.44540405 -55.90145874 22.6088 0.0944097 0.0112445
77.08270264 -55.9024353 24.5701 0.555105 -0.00375062
76.98067474 -55.90221024 22.5296 3.70485 0.006555
77.11104584 -55.90182114 22.3769 0.0719621 0.00277827
76.79863739 -55.90153885 23.8838 0.122586 -0.00273845
76.80482483 -55.9011116 21.4635 0.0118524 -0.000716639
76.95181274 -55.90084076 22.6532 0.0408367 -0.00323334
76.95452118 -55.90062332 22.3794 0.125326 0.00966511
76.88108826 -55.90067673 25.4713 0.989623 -0.0111091
77.01660919 -55.90017319 21.6729 0.35758 -0.00125051
77.25753021 -55.90313721 18.6392 0.00329427 0.0128407
76.92051697 -55.89707947 23.1012 0.358797 0.00590333
76.47303772 -55.89608002 21.2764 0.654472 -0.00651955
76.8638382 -55.89698029 22.8326 0.135234 0.0130617
76.48862457 -55.89606857 23.0364 0.0605298 0.00206785
77.22870636 -55.92624283 23.9015 0.49481 0.00740362
76.72454834 -55.92590714 22.8963 0.341548 -0.00234741
76.88619995 -55.92573929 20.8288 0.000813372 0.00671775
77.02232361 -55.92523193 22.0815 0.0343181 0.00142291
76.8659668 -55.92500305 22.464 0.0631687 0.0268221
77.26993561 -55.92340088 22.1188 0.123353 0.00668428
76.6553421 -55.92366409 19.9261 0.0123761 0.0183575
76.69763184 -55.92238998 21.1148 0.00769275 -0.000610759
76.58472443 -55.92166901 23.4187 0.220919 -0.00236613
77.23357391 -55.92139435 23.4801 0.356947 0.00198466
77.28190613 -55.92076874 22.0566 0.0741809 0.00899712
77.3188858 -55.92023087 21.8294 0.049843 0.00184691
76.68347168 -55.91997528 21.2225 0.0410171 0.0164929
76.68463135 -55.91954422 21.8595 0.105408 0.013694
77.0776062 -55.91948318 20.7573 0.118763 0.00887057
76.811203 -55.91809464 22.263 0.0872422 0.00290824
76.46118164 -55.91683578 19.7179 0.00265884 0.000414308
77.04899597 -55.91849899 16.2639 0.00130355 0.000691484
77.4209137 -55.91562653 22.4926 0.0889284 0.00439089
76.90039825 -55.91585159 21.3428 0 1
77.2906189 -55.91518402 23.2896 0.291365 0.00154472
76.99421692 -55.91535187 26.8031 13.5106 -0.098965
76.73724365 -55.91481018 23.3977 0.476183 -0.00683978
77.00271606 -55.9145546 27.7406 14.1172 -0.0235606
77.39395142 -55.91355896 21.8042 0.0266956 0.0117813
77.07617188 -55.91392517 19.987 0.0123311 0.00276842
76.95104218 -55.91355133 23.3197 0.131198 0.00593534
76.96572876 -55.91297531 22.3551 0.123955 0.000281964
77.36133575 -55.91172028 21.0264 0.0147707 0.0194304
77.19767761 -55.9116478 23.8502 0.412777 -0.00141455
76.70969391 -55.91121674 21.5872 0.111507 0.112169
76.97346497 -55.91058731 21.1516 2.75474 0.0107719
77.34146118 -55.90940094 23.2975 0.344491 0.00989857
76.7622757 -55.90914536 22.0142 0.851666 0.00899612
77.27935028 -55.90871429 21.4059 0.0586379 0.0133095
77.41888428 -55.9078331 22.5166 0.084605 0.0148989
77.05760193 -55.90903091 18.0041 0.000685306 -0.000386393
77.22883606 -55.90746689 22.253 0.0814243 0.00658284
77.39761353 -55.90646744 21.5759 0.0619397 0.0132628
77.33434296 -55.90617371 22.6418 0.0401992 -0.000666864
76.54957581 -55.90574265 20.0865 0.0196998 0.00730053
77.37994385 -55.90530014 23.5185 0.892603 0.00695999
77.35894012 -55.90501022 23.0294 0.389703 0.00209645
76.89164734 -55.90537643 21.4593 0.0310215 0.000565507
76.98247528 -55.90488052 22.7399 0.236008 0.0136568
76.49520874 -55.90526581 19.4514 0.00855655 0.0193573
76.59856415 -55.90300369 23.2808 0.135362 0.00216252
77.32232666 -55.90209198 22.8777 0.288071 0.0109097
77.27890778 -55.90207291 22.9957 0.131149 0.0134075
76.55010223 -55.90487671 16.0537 0.00171735 0.0032685
77.37243652 -55.9015007 23.1791 0.106229 0.00839631
77.14286804 -55.90206528 19.6657 0.00356503 0.00060847
76.47387695 -55.90099335 20.9783 0.00364596 -0.000904441
77.32205963 -55.90101242 22.8419 0.175417 0.00945563
77.2657547 -55.90066147 22.3851 0.466396 -0.000150852
76.52451324 -55.90002441 21.7691 0.12541 0.00749832
76.86357117 -55.9005928 21.7572 0.181088 -0.137224
76.52581024 -55.89945221 21.8511 0.0802824 0.00654631
77.2233429 -55.89570618 24.8058 0.206986 0.0118949
76.49481201 -55.89515305 22.1383 0.603794 -0.0180554
76.66264343 -55.89558792 23.1888 0.113183 0.016307
77.38794708 -55.89516449 19.9239 0.00459509 0.000505988
77.16529083 -55.92644119 22.4371 0.378422 0.0155224
77.25951385 -55.92573929 23.2155 0.104501 0.00569856
76.93273926 -55.92582703 22.5676 0.148251 0.0060605
77.0459137 -55.92521667 22.5056 0.208527 0.00572128
77.36146545 -55.92428589 23.9634 0.320795 0.00211354
76.94782257 -55.92438507 21.5164 0.0317183 0.00110638
76.46304321 -55.92226028 22.9624 0.0717433 0.00293944
76.56745148 -55.92190552 23.6004 0.402349 0.00293763
77.20006561 -55.92197037 23.5849 0.30673 0.00366625
77.41736603 -55.9208374 23.6172 0.109975 0.00381493
76.44361115 -55.92015839 21.6764 0.318401 0.0115894
77.3459549 -55.92007446 23.7213 0.161796 0.0149533
77.12723541 -55.92014694 23.8105 0.130305 -0.00636095
77.14694977 -55.91968155 20.698 0.0132402 0.000477785
76.62444305 -55.91983032 16.527 0.00147264 -0.00122489
76.51322937 -55.91804123 22.2574 0.206666 0.01868
77.204422 -55.91799164 32.1102 99.2935 -0.0170736
76.87207031 -55.90312576 18.9991 0.00435505 0.000333417
77.03465271 -55.90319824 21.196 0.0271587 0.0233562
76.49959564 -55.91611481 24.256 0.514025 0.00409705
76.93531799 -55.91709137 21.5942 0.0881523 0.0171757
77.07192993 -55.91638184 23.1144 0.185563 0.00599556
76.73891449 -55.91567612 28.1615 29.4967 -0.0144164
76.63336945 -55.91523361 21.1094 0.0281949 0.0130892
76.89356232 -55.91527176 25.6815 0.47768 -0.0264392
77.31754303 -55.91438675 22.4091 0.104327 0.0129582
77.00336456 -55.91462326 26.2036 1.55746 -0.0422157
77.10207367 -55.91432953 22.6187 0.0395117 -0.000409522
76.74910736 -55.91360092 21.7815 0.843549 0.008284
76.88583374 -55.91339111 20.7162 0.910665 0.00933478
77.42228699 -55.91193771 24.8765 0.702425 0.00394789
76.70955658 -55.91208649 31.3854 96.0474 -0.0545223
76.74215698 -55.91171265 21.4862 2.50929 -0.0106077
76.78223419 -55.91141129 21.5647 0.129259 0.00818299
76.93016815 -55.91087723 21.7213 0.572139 0.0197868
77.39055634 -55.9095993 23.5395 0.172607 0.00456768
76.5549469 -55.90937042 24.3015 0.131769 -0.000120704
77.34494019 -55.9093895 22.5499 0.28664 0.0097191
76.9174118 -55.90950394 20.9172 4.11103 0.00404194
77.33810425 -55.90847397 23.7063 0.392132 0.00931868
76.91934204 -55.90877914 20.3222 3.07158 0.00574785
76.78933716 -55.90853119 23.3969 3.1213 0.00362061
77.00902557 -55.90862656 21.3891 0.0104287 0.0003976
76.98428345 -55.90820312 21.0546 0.61609 0.00249555
76.83417511 -55.9082222 22.9284 0.272645 0.000697996
77.01443481 -55.90761566 23.6977 0.204233 0.0103669
76.81098938 -55.90761948 22.437 0.0456861 0.0122571
77.28616333 -55.90681839 22.4276 0.253402 -0.000270095
77.08323669 -55.90690994 22.3042 0.0763462 0.016617
76.9681778 -55.90676117 24.4433 0.258446 0.00626336
77.27752686 -55.90633774 24.5097 0.163797 -0.00103806
76.53759766 -55.9057045 23.9667 0.259345 0.00987601
76.90981293 -55.90639496 24.1775 0.158888 -0.00207661
76.53025818 -55.90531921 21.8368 0.117172 0.00894789
77.37750244 -55.90531158 25.124 0.27854 0.003513
76.73536682 -55.90548706 21.8659 0.914093 -0.0530346
76.58179474 -55.90512085 22.3256 0.152421 0.00651478
76.93699646 -55.90553284 23.0897 0.698502 0.00702992
76.49149323 -55.90394974 20.9468 0.0138443 0.000283102
77.09767151 -55.90797806 19.712 0.0125474 0.0186249
76.82375336 -55.90416718 21.3114 0.0197643 0.00075556
76.64892578 -55.90378952 22.8309 1.63466 0.00172916
76.53620911 -55.90266418 22.5711 0.437999 0.00400391
76.51095581 -55.90272141 22.9813 0.127778 0.0135696
76.5376358 -55.90180206 21.021 0.0309046 0.00826771
77.20174408 -55.9022522 22.3527 0.589 0.00996442
77.19852448 -55.90204239 22.1251 0.281575 0.00472214
76.47453308 -55.90005875 29.2995 696.953 -0.00112403
76.90518188 -55.90184402 21.6866 0.0157724 -0.000116945
76.48109436 -55.90058899 23.5089 0.117799 0.00943361
76.55941772 -55.90093613 24.0147 1.80506 -0.00492133
77.30710602 -55.90055084 23.2009 0.178925 0.00983668
77.16660309 -55.90737152 14.9412 0.0015445 -0.000962223
76.85855103 -55.90051651 21.1058 0.0153454 0.000569975
76.94563293 -55.90019226 23.4517 0.150108 0.0136091
77.00617218 -55.89584732 23.5874 0.16571 0.00712016
76.69806671 -55.89559555 22.0424 0.798044 0.00803135
76.46854401 -55.89483643 22.343 0.251455 -0.00691579
77.05782318 -55.89574051 19.8689 0.00945026 -0.000234818
77.18959045 -55.89548492 21.404 0.00889424 -0.000232738
77.02046967 -55.89554977 20.7405 0.58646 0.013387
76.68123627 -55.92632675 21.6244 0.102948 0.0166524
77.2739563 -55.92613602 20.0432 0.0136263 0.002657
76.63212585 -55.92570114 22.5357 0.0697099 0.000136733
77.23373413 -55.92580032 20.6423 0.0143949 0.000647363
77.33324432 -55.9251709 22.8323 0.296537 0.00971977
77.16244507 -55.92550659 22.7595 0.0749686 0.0171211
76.8555069 -55.93149567 15.4227 0.00271586 -0.000138172
77.29959869 -55.92476654 24.2685 0.347544 0.0157761
77.375 -55.92416763 23.6685 14.3147 1
76.71514893 -55.9250946 19.942 0.00745342 0.0198329
77.30397034 -55.92410278 23.4353 0.1114 0.0144917
77.02696228 -55.9242897 22.0094 0.0441152 0.0183114
76.76220703 -55.92351532 23.5708 0.0746892 -0.00113876
76.56885529 -55.92313766 23.1261 0.262063 0.0179717
76.73577881 -55.92311096 21.6145 0.373362 -0.00246087
77.24002838 -55.92289734 23.1303 0.191684 0.0158452
76.96986389 -55.92250824 21.7575 0.134439 0.00669411
77.2917099 -55.92211533 23.7115 0.509504 -0.00781447
76.51345062 -55.92136383 24.204 0.125203 -0.00331906
77.1211853 -55.92210388 22.382 0.0512598 0.0113888
77.23937225 -55.92130661 22.8818 0.292225 0.00612758
76.4624176 -55.92073822 21.8133 0.150776 0.00871352
76.57532501 -55.92063141 23.4944 0.156883 0.00998459
76.9801712 -55.92120361 21.6426 5.15874 -0.00599839
76.92616272 -55.92041016 20.5934 1.08394 0.0200451
76.86649323 -55.92060089 26.273 23.5143 -0.0286454
76.92951965 -55.9202652 20.5185 0.133463 0.00901901
77.19348145 -55.9200325 22.7014 0.103449 0.0136494
76.73127747 -55.92252731 15.8278 0.00208778 0.00430719
77.23574829 -55.91907883 24.9472 0.232068 -0.0228541
76.51773834 -55.91863632 22.5503 0.152724 0.00439239
76.97088623 -55.91882324 20.7749 0.602244 0.0223324
76.70088196 -55.91849518 21.7409 0.0325612 0.0183126
76.58231354 -55.91769028 21.7102 0.0631493 0.0151489
76.94550323 -55.91817474 23.0946 0.281111 0.0152896
76.48244476 -55.91670227 21.2526 0.272542 0.00820545
77.24578857 -55.91724777 22.2891 0.107623 0.00510164
76.86160278 -55.91698456 23.5546 0.219425 0.00610599
76.47291565 -55.91601562 23.2967 0.399424 0.00766113
77.31564331 -55.91742325 20.7029 0.0126289 0.0125269
76.88015747 -55.9163475 24.0601 0.398256 0.0100537
76.49741364 -55.9150238 23.3836 0.363898 0.0169746
77.14086914 -55.91571808 21.3592 0.0591695 0.00881289
76.94008636 -55.91557312 22.8945 0.62421 0.00103392
77.10440063 -55.91548157 23.2236 0.526781 0.00164346
76.48956299 -55.91448975 21.3205 0.0482953 0.00941704
76.99653625 -55.91527939 22.5795 10.6978 -0.0264677
77.34628296 -55.9142952 23.4627 0.127578 0.0130242
76.90103912 -55.91491318 21.7343 0.0136671 -0.0204604
77.00117493 -55.91462708 22.3369 3.78929 0.00648182
76.90206909 -55.91462326 20.5807 0.100863 -0.0938605
77.02230835 -55.91432571 22.7529 0.133157 0.0163808
77.37359619 -55.91362762 21.0416 0.0129385 0.000682575
76.68596649 -55.91362381 23.6437 0.120013 0.0067918
77.04589081 -55.91387939 23.4995 0.114074 0.00379702
76.49499512 -55.91255951 22.401 0.18318 0.00942341
76.85761261 -55.91329956 23.2583 0.120226 0.0037193
77.08364105 -55.91290665 21.2046 0.0272423 0.0187988
77.02925873 -55.91280746 23.7764 0.197558 0.00302058
76.74628448 -55.91222382 20.8175 2.61183 0.00513843
77.05271149 -55.91228485 21.9574 0.0226389 -0.000106945
77.03119659 -55.91193771 23.1985 0.0646991 -0.00179658
76.7567215 -55.91166306 21.4409 3.35144 0.0574247
76.70827484 -55.91121674 30.3792 53.0315 1
77.33760834 -55.91027832 22.5369 0.357638 0.00620122
76.47209167 -55.90987015 22.8313 0.440838 -0.000500321
76.76033783 -55.91022491 22.5667 2.74597 0.00579723
76.92964935 -55.91044617 21.7057 0.99578 0.0140834
76.76020813 -55.90979004 21.4762 3.56216 0.00840081
77.11971283 -55.90925217 22.5056 0.0884863 0.00453854
77.31014252 -55.90855789 23.3568 0.112369 -0.00178567
77.32933807 -55.9080658 21.0595 0.0455856 0.0144066
76.78714752 -55.90816879 23.0069 0.412775 0.000426812
77.11763763 -55.90759277 19.7809 0.00410223 8.165e-05
76.51400757 -55.90641785 23.3405 0.0766461 0.000379642
76.87939453 -55.91078568 16.3878 0.00168836 0.00103201
76.7749176 -55.90620041 24.8276 1.67074 -0.0175517
77.11248016 -55.90600967 21.8348 0.0536541 0.0168621
76.61103821 -55.90513611 24.249 0.201551 -0.00333321
77.25986481 -55.90493774 21.709 0.0632861 0.0129429
76.79412079 -55.90478516 21.7697 0.0279346 0.0187229
77.23216248 -55.9039917 23.0315 0.249751 -0.00640611
77.36188507 -55.90276337 21.0739 0.0277176 0.0165873
76.52732849 -55.90169525 22.7176 0.164724 0.0126174
77.14531708 -55.90220642 22.0494 0.22311 0.0142594
76.55554199 -55.90157318 23.5763 0.633891 -0.00424173
77.19928741 -55.90153503 22.1575 0.225929 0.00981175
77.2383194 -55.90116119 23.4908 0.0942251 -0.00199991
76.47556305 -55.90006256 20.3102 0.00243203 -0.0621822
77.11657715 -55.90066147 22.9793 0.393696 0.00966508
76.97976685 -55.90069199 22.7004 0.0902745 0.0202654
76.6453476 -55.90024185 23.202 0.163755 -0.000127391
76.87348938 -55.90009308 24.5893 0.185177 -0.00524672
77.23699188 -55.89524078 22.9032 0.241879 0.00854824
76.62967682 -55.8952179 22.4107 0.0514435 0.0242278
76.97667694 -55.89549255 21.7106 2.5551 0.00463412
76.74598694 -55.89539719 21.2362 0.0678818 0.0152964
76.74211884 -55.8952446 22.4423 0.199842 0.00683633
77.2312851 -55.92623901 23.4438 0.206426 0.0150973
76.49420166 -55.92519379 23.9824 0.41422 0.000207594
77.00196075 -55.92560196 23.6823 0.150741 0.00277963
77.31274414 -55.92465591 24.4574 0.255184 0.00964136
76.97089386 -55.92431259 21.9224 0.114021 0.0125769
76.92229462 -55.92351532 22.1706 0.290006 0.00846164
77.02296448 -55.92306519 22.1546 0.0225193 -0.000399456
77.13407135 -55.9224472 24.091 1.04643 -0.000382355
77.27494812 -55.92172623 21.3655 0.0176637 0.0143192
77.36581421 -55.92095184 24.1793 0.215571 0.00300468
77.1158905 -55.92102814 23.1687 0.174165 0.00157253
76.98197174 -55.92048264 23.1749 0.181597 0.0028751
77.19129181 -55.92004013 20.8075 0.0253532 0.00765697
77.41360474 -55.91890335 23.7068 0.222818 0.00368332
76.52289581 -55.91858292 22.426 0.144438 0.0160565
76.84355164 -55.91870499 22.6232 0.0892407 0.00643967
76.62896729 -55.91775131 22.2514 0.0515413 0.0263102
77.0358429 -55.91749573 22.9283 1.263 -0.00422316
77.2677002 -55.90217209 20.6268 0.0511542 0.0109948
77.39128113 -55.91616821 22.8035 0.0474391 0.0121525
76.46802521 -55.91541672 23.9313 0.136365 0.000286539
76.90361786 -55.91585159 21.6704 0.135635 0.011888
76.9394455 -55.91557312 25.4168 0.843962 0.000969034
76.89472198 -55.91527176 26.305 1.29915 -0.0726649
77.19048309 -55.91476822 22.9074 0.0512378 0.00373271
76.96224976 -55.91434479 22.4567 0.1905 -0.0353544
77.29692078 -55.9133606 22.4282 0.0836862 0.0157182
76.60285187 -55.9127655 21.4935 0.0155225 0.000433747
76.84189606 -55.91285324 21.5156 0.0224987 0.0141243
76.52915955 -55.91152573 21.6585 0.122655 0.019201
76.70388794 -55.91164017 17.2295 0.338916 -0.00894396
77.39611053 -55.91051865 23.1971 0.203412 0.0127002
77.0918808 -55.91072845 22.7591 0.0441138 0.000306477
76.6088028 -55.90989685 20.305 0.00737862 0.000391185
76.68096924 -55.90964127 22.6664 0.0968161 0.00149054
76.79124451 -55.91445923 18.5424 0.00294004 0.0207678
77.20796967 -55.90880966 22.5775 0.101358 0.0107758
76.52236938 -55.9079628 24.4456 0.169564 -0.00133604
76.73947144 -55.90881729 21.0241 0.752309 -0.00749117
76.78946686 -55.90752029 25.6964 0.534667 -0.0136028
76.74154663 -55.9065094 18.7345 0.181928 0.00220052
76.77207947 -55.90619659 23.3155 12.8762 1
76.98209381 -55.90769958 20.5011 0.00719412 -1.77585e-05
77.21902466 -55.90539169 23.304 0.319266 0.0113038
77.27391052 -55.90482712 23.1704 1.7841 0.0029108
76.56234741 -55.90419388 22.0712 0.0387068 0.0221031
77.42140961 -55.90341949 22.261 0.0627039 0.0149328
77.03143311 -55.90319824 22.1411 0.923377 0.0250468
76.59664154 -55.90162659 20.4532 0.00875068 0.000832198
76.80740356 -55.90176773 23.8016 0.111415 -0.00182044
76.7038269 -55.9012413 21.7985 0.0361904 0.0152348
